ArtistID,ArtistName, Genre, ArtistLocationId
AR02YGA1187B9B8AC4,Bersuit Vergarabat,cumbia,264
ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,trip hop,0
ARGLRBB12472CE2CFF,Rainer Bielfeldt,chanson,0
AR4JY8V1187B98A62F,Ann Hampton Callaway,vocal jazz,0
ARR6MOS1187B994C51,Mando Diao,blues-rock,343
ARF3HEO1187B9AF2F4,Donnie McClurkin,urban,0
ARXBXVM11E9057944C,NewFound Road,bluegrass,4
ARS26BQ1187B99466D,Vilma Palma e Vampiros,cumbia,0
ARXZIHJ1187B9A4ED9,Ray Conniff,instrumental pop,344
AR6C8EJ1187FB3F473,Nelson Ned,latin jazz,78
AR199MY1187B9B731E,Madilu System,congo,0
ARKCYJV1187FB392E9,Set Your Goals,pop punk,59
ARTE6AQ1187B9B2826,The High Strung,post-grunge,25
AROEL1B1187B988B90,Lost Boyz,gangster rap,32
ARQL2SZ1187B99244B,Nic Endo,future jazz,114
ARD2NDU1187B99B615,Dropkick Murphys,celtic punk,73
ARSAJKR1187FB4C5DC,Kim Wilson,harmonica blues,25
AR08GQF1187B98E316,Daath,technical death metal,0
ARNDB1X1187B990AA0,Suicidal Tendencies,hardcore punk,345
ARBUHDB1187FB3E72C,Bobby Vee,brill building pop,228
ARKC83D1187B9AB367,Bill & Gloria Gaither,ccm,0
ARXLOGT1187FB45068,Jennifer Brown,dance pop,346
ARGKPBC1187B9ADF8E,Jean Lumiֳ¨re,chanson,0
ARTWPGO1187FB52DC3,Elephant Man,dancehall,63
ARLZ6BF1187FB3DD6A,Alain Souchon,chanson,347
ARO5P0H1187FB5BAD7,Pepper,reggae,348
ARIJ7MR1187B9B484E,Peggy Zina,modern laika,0
AR2D6TV1187B9B2FBF,FIR,,0
AREDTTS1187FB5357E,Eric Champion,ccm,0
AR58SW81187B992CA0,Zeltinger Band,german pop,0
ARXJJSN1187B98CB37,Bebe Winans,ccm,25
ARMR44C1187FB433D2,Penguin Cafֳ© Orchestra,chamber jazz,0
ARJKZOP11F50C51177,Colombiafrica - The Mystic Orchestra,soukous,0
ARE8GLF1187FB52532,Red Hot Chili Peppers,rap rock,0
ARA2CR31187FB36A39,The Kitchen,broken beat,349
AR1DC0611A348EFB30,Statues,power pop,350
ARBHBE91187B9A1F58,Jonny Lang,blues-rock,228
ARMB95F1187B9B5B93,Cam'Ron / JR Writer,hip hop,351
ARMY5XE1187FB38AF3,Novembre,doom metal,0
AR32JLC1187B9946AF,X-Raided,gangster rap,0
AR5TQ1T1187FB59492,Cornell Campbell,roots reggae,179
ARIRBO11187FB4B219,Donna The Buffalo,zydeco,0
ARYKCQI1187FB3B18F,Tesla,hard rock,0
AR5MSL51187FB52E11,ֳ„I-TIEM,jungle music,0
AR6W5MS1187FB3BF47,Little Feat,blues-rock,33
AR78ZID1187B9B31ED,Mikey Dread,roots reggae,179
AR6IJ6U1187B99FC7C,Alberto Cortez,chanson,0
ARMIQRB12298900AFB,Conjunto Mar Azul,charanga,352
AR4R1FL1187FB55C3B,Death From Above 1979,indie rock,353
AR6XPWV1187B9ADAEB,Foo Fighters,grunge,80
ARBVHDI1187FB436DF,Eyehategod,doom metal,0
ARQWHQV122988FCC57,Mal De Ojo,grindcore,0
ART9Z1P1187FB36C94,Edmundo Ros,samba,354
ARKMIBT11F4C8430D9,The Antlers,chamber pop,161
ARN8NCB1187FB49652,Lionel Rogg,early music,143
ARD3ICK1187B9A56C9,Jimmy Riley,roots reggae,0
ARZVEF91187B9AC770,Elliot Goldenthal,instrumental rock,30
ARA0YAE1187B9B1D16,John Brown,hard trance,6
AR3AIEI1187B992D8D,Marilyn Horne / Wiener Opernorchester / Henry Lewis,opera,79
ARML3X41187FB35F2E,Jason Mraz,alternative rock,0
ARJJYQS1187B996882,Pyrolator,hard trance,0
AR8ZTV41187FB3F311,James Scott Skinner,hard house,334
ARLDW6Z1187FB3F2A0,Abraham Laboriel,jazz,140
ARTVBNL1187FB52DF3,Grupo Batuque,future jazz,355
ARIRD6J1187FB5A98C,Sugar Minott,roots reggae,63
ARXGWNG1187FB503A5,Ini Kamoze,dancehall,0
ARGBR4I1187B99D073,Mudhoney,grunge,80
AROPC1B1187FB567E3,Out Of The Grey,ccm,0
ARUGX5X1187FB468C4,Dino,ccm,241
ARH09RT1187FB4A843,OV7,ballad,0
AR9XEVF1187B99D017,Borialis,rap rock,0
ARV2X851187FB41A78,Open Hand,post-grunge,218
ARXW2MN1187B9B8817,X-ecutioners,turnablism,30
AROIHOI122988FEB8E,Mario Rosenstock,irish,0
ARKIYC51187FB4775A,Juice Leskinen,german pop,0
AR8BMEQ1187B9B4214,Pumpkin Buzzard,happy hardcore,356
ARTJJZZ1187B9BA5E7,Rishi Rich,bhangra,0
ARRH63Y1187FB47783,Kanye West,hip hop,89
ARE8HA81187B99A95F,The Katies,power pop,0
AR6OPE31187B9B9CB7,Los Hispanos,cumbia,0
ARIRD6J1187FB5A98C,Sugar Minott,roots reggae,63
ARWBL9E1187FB4E695,Paul Brown,smooth jazz,33
ARD39VZ1187B9B9A57,Lloyd Banks,gangster rap,0
ARTDBI61187FB48479,Marvin Sapp,gospel,76
AREPD8D1187FB3F5BC,Sister Hazel,post-grunge,151
ARPTJHV11F4C83EF53,Mighty Diamonds,roots reggae,0
ARODMZJ1187B9ACE8E,Terror Fabulous,dancehall,0
AR0DTOH1187FB4B83A,Eddie Henderson,jazz funk,357
ARSTA431187B9A3599,Kartik Seshadri,roots reggae,63
ARA6BH81187B98F3AF,Modeselektor,techno,0
AR0B1CH1187FB3A824,Charlie Rich,rockabilly,358
ARBQPXY1187B98D67B,Kris Kristofferson,western swing,281
AR46CAD1187FB4D84B,Bad Religion,hardcore punk,359
ARXKVWH11F50C4974D,Saarbrֳ¼cken Radio Symphony Orchestra,symphony,0
ARRX4FO1187FB58DD6,Jackie Davis,soul jazz,124
ARDW5AW1187FB55708,Shawn Colvin,country rock,145
ARG8DXO1187B9AF743,Less Than Jake,ska punk,151
AREV2491187B9B017E,Mobb Deep,gangster rap,360
ARD5SR21187B9B5F4A,Irwin Goodman,german pop,361
ARDM8331187B9B947E,Pedro Aznar,chanson,362
ARBXBQR1187FB56FA5,Bill Douglas,chamber jazz,0
AR223M11187B9ADDD6,Marty Robbins,country rock,363
ARDSWIE1187FB39056,Gang Starr Featuring Jeru The Damaja And Lil Dap,jazz rap,364
ARGCTOE122988F0925,Lenn Hammond,lovers rock,0
ARENU9O1187B993B5E,Cool For August,alternative rock,0
ARK0BT61187B9ACEC2,Monster Magnet,stoner metal,0
ARIRD6J1187FB5A98C,Sugar Minott,roots reggae,63
ARH3S5S1187FB4F76B,Nirvana,grunge,3
ARMGJ1W1187FB53EEC,Unison,hard trance,184
AR72Q9R1187B98A664,Hatiras & Slarta John,tech house,0
ARAPH9U1187B9B34F0,Randy Travis,country gospel,365
AR0CWSC1187B9AFE3F,Josֳ© Augusto;Catia Guimma,latin pop,0
AR9A5TK1187B9AD07F,fIREHOSE,alternative rock,0
ARE13NK1187FB4CF92,Alternative TV,experimental rock,3
AR0569B1187B9A4036,Mike Bloomfield,blues-rock,0
ARL6F541187B9ADC0C,Francky Vincent,zouk,0
ARUKN9H1187B9B71C8,The Black Crowes,blues-rock,89
ARRXG5Y1187B9AA016,G-Unit,rap,265
AR4FGSF1187FB528BE,Mat Kearney,singer-songwriter,58
ARLHEM01187B9AFF5B,Conjunto Clasico,salsa,0
ARC87OG1187B99F540,Julie Roberts,alternative country,58
ARX2DLI1187FB4DD03,The Presets,dance rock,71
ARB0OOC1187B98B2C4,Lily Holbrook,chill-out,218
ARFAKQ01187B990163,Georges Delerue,smooth jazz,0
ARGIABO1187FB4B3B5,Ronnie Milsap,country rock,366
ARALUUG1187FB58696,Irma Thomas,delta blues,367
AR5WPYF1187B9B40DA,VHS Or Beta,disco,173
ARLWR721187B9A03C9,T.G. Sheppard,country rock,49
AR2TT8P1187B9B624D,O'2L,orchestra,0
AREHK7O1187B9ADDD7,The Cardigans,twee pop,368
ARDL6T21187FB36FDD,Clifton Chenier,zydeco,369
AR4GAFY1187B9B639D,B.B. King,blues-rock,370
ARGXLDE1187B99244E,Zen Lemonade,progressive trance,0
ARLGIX31187B9AE9A0,R. Kelly & Jay Z,gangster rap,68
ARVI9KK1187B9AACB4,Jan Wayne,eurodance,0
ARNE16X1187B9B2DEE,Jimmy Cliff,reggae,371
ARJR7S11187FB36A2A,The Forms,indie rock,372
ARN8NCB1187FB49652,Lionel Rogg,early music,143
AR392MV1187FB3C3FE,Connie Francis,brill building pop,18
ARVNBNU1252CCFA156,Larry The Cable Guy,stand-up comedy,0
AR879VR1187FB4DC8B,The Kirkbys,freakbeat,0
ARWV0Q11187FB4CDCE,Arc Angels,blues-rock,373
AROSGVP1187B9B011F,The Clancy Brothers,irish folk,197
AR4GP451187FB3F2BB,Andy Griffith,comedy,0
ARGCEOR1187B9A4E7D,Eric Demarsan,smooth jazz,0
ARAGMIV11F4C843F78,"Myrick Freeze"" Guillory""",zydeco,0
ARB2M051187FB56FA9,Ice-T & Chuck D,hip hop,30
ARIH5GU1187FB4C958,Silverchair,post-grunge,273
ARUJ5A41187FB3F5F1,U2,dance rock,123
ARJ1W5M1187FB458F3,Sweet,glam rock,3
ARJ7SQ31187B9AF432,Billy Bragg & Wilco,urban folk,374
AREOGMA1187B9908EF,Hot Tuna,blues-rock,59
ARQI3OI1187B99DB1A,Gֳ¶tterdֳ₪mmerung,gothic rock,375
AROGHQQ1187B9890E3,Mil,visual kei,0
ARCYQ1P1187FB3F3CA,The Twinkle Brothers,roots reggae,0
AR1VCLT1187FB4C8AC,Tum Tum,dirty south rap,0
ARPPIDW1269FB37D97,Mr Dubz,dubstep,0
AR6PJ8R1187FB5AD70,Shakira,dance pop,81
ARBJSO81187B9BA09B,Soda Stereo,rock,0
ARLKMZE1269FB37388,Die Bandbreite,hip pop,0
AR2PNSZ1187B9AF0A4,Pardesi,bhangra,0
ARD7U0O1187FB5531A,Andre Verchuren,chanson,376
ARS26BQ1187B99466D,Spieluhrmelodien,cumbia,0
AR9YV621187B99373E,Marco Beltrami,soundtrack,0
ARKCAKL121318C569E,Erik Hassle,pop rock,377
AROLMXS1241B9C6915,An Cafe,dance rock,0
ARRNO111187B9B3FC9,Galactic,jazz funk,0
ARFONSP11F50C4D175,Michael Bloomfield,blues-rock,0
ARI3WLL1187B99182B,Soul Embraced,christian metal,0
AR9AN471187B99E0DA,Scott Wesley Brown,modern rock,103
ARPBNLO1187FB3D52F,Tiny Tim,cabaret,30
AR7V3VQ1187B9A08AA,At All Cost,post-hardcore,378
ARK8EHO1187B9B71D1,Shamen,tech house,334
ARNBFWO1187FB4D1DD,William Coulter,celtic,266
AR4M1KM1187B9AC7E2,Phil Spector,all-female,214
ARELA4P1187B991507,Charles Williams And His Orchestra,latin jazz,114
ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,rock,0
ARMEGHI11E2835C3C3,Barrabas,disco,379
ART4EPR1187FB38772,Malcolm McLaren,electronic,79
ARVJ0JK1187B98C9C0,The Brooklyn Tabernacle Choir,gospel,0
ARJSGPI1241B9C8855,Birmingham Jubilee Singers,gospel,0
ARNZPLV1187FB3DF5D,Capleton,dancehall,0
ARHY20W1187B9B8262,Steve Erquiaga,smooth jazz,0
ARY53RR1187B9AE485,Avril Lavigne,teen pop,380
ARDMWZS1257509D66D,Mickey And The Students,protopunk,0
ARDEC2A1187B9A460E,Chimaira,groove metal,44
AR1ZZOW1187B99BA84,Bumblefoot,alternative metal,99
ARC6UC81187B989062,Hem,folk-pop,100
AR1KMPF1187B99AA98,Lara,visual kei,0
ARK8EHO1187B9B71D1,The Shamen,tech house,334
ARIHI8H1187B9B0058,Jackie Edwards,rock steady,179
ARZKUQF11F4C8456E8,The Moody Blues,british invasion,381
AR7537T1187B98FF59,Frankie Randall,easy listening,0
ARNITNO1187FB555D3,Arturo Sandoval,latin jazz,382
AREB9421187FB458EF,Tommy Overstreet,country rock,194
ARGREXL1187FB3FC9B,Coven,country rock,0
ARSAWAQ1269FB35DF2,Kzss & Atma,jungle music,0
ARA8O8L1187B9AD61D,Professor Longhair,louisiana blues,383
ARWKVPA12509411EFF,Stelios Dionisiou,greek,0
AROPZYT11F4C83EFFA,J.C. Lodge,lovers rock,0
AR6KB411187FB40C09,Hubert Kah,europop,0
ARVN9FZ1187FB393F1,Snow Patrol,indie rock,142
AR828WL1187FB47E81,M,hard trance,100
AR8TCLH1187B9A85E4,Piero Umiliani,jazz funk,384
ARNLOX91187B990BFC,Tabu Ley Rochereau,soukous,385
AROIIF91187FB4F2D5,Dead Prez,hip hop,0
ARODFDS1187FB57348,Sergio Mendes / Black Eyed Peas,samba,386
AR5K75Y1187B9B5F7E,Janice Vidal,cantonese pop,0
ARF1E421187B9AF8C4,El Gran Silencio,cumbia,0
ARQ76LG1187B9ACD84,Black Flag,hardcore punk,33
AR7LN7G1187FB395BB,Les Bantous De La Capitale,congo,0
AR3N2H11187B98AFBA,Sivuca,brazilian jazz,387
ARU3YYC1187FB43FEE,Luis Alberto Spinetta,rock 'n roll,362
AR567PN1187FB4B4F2,Moss,future jazz,0
ARUNYOW1187FB43F2A,Blind Boy Fuller,country blues,388
ARNJ2VR1187B989DA8,Paula Santoro,brazilian pop music,0
ARE26EG1187B990AEF,Sunscreem,progressive house,208
ARIK8T31187B9A4D4F,Louis Prima And Keely Smith,space age pop,0
AR63RWN1187FB3E89A,Robert Lockwood_ Jr.,delta blues,389
ARR3ONV1187B9A2F59,Muse,art rock,251
AR695PK1187B996E35,Jeremy Spencer,blues-rock,390
ARBZAIL1187FB5B1C8,Bob Margolin,blues-rock,73
ARSF4161187B9B449F,The Gone Jackals,blues-rock,0
ARBFQ7L1187B9ACD48,The Velvet Underground,experimental rock,30
ARNMHWR11F4C83B384,Kingston Trio,folk-pop,391
ARHSYTC11F50C505F9,D' Militante,stand-up comedy,0
ARVFGPJ1187B9A2477,Michelle & Vickie,chinese music,0
ARI9ZSM1187FB377C5,Pamelo Mounk'a,congo,0
AR6Q6PN1187B9A01E1,Los Fernandos,hip house,0
AR2P71H1187B9B8C00,Kool Savas,garage rock,392
AR23SSG1187FB3AC75,Rainie Yang,chinese music,0
ARRVGAX1187FB4D745,Little Eva,pop rock,393
ARML8X41187B990644,Simple Minds,new wave,230
ARVG4OK1187B9B6BD3,The Killers,rock,0
ARNHHIV1187FB4EA23,New Order,alternative dance,394
AR53RLV1187FB39AA5,Damone,chill-out,395
ARN7OQ21187FB5A6B3,Furry Lewis,country blues,252
ARTXS851187FB411C7,Chris Farlowe,blue-eyed soul,208
ARWIMT21187B9B5AEC,Joe Turner,jump blues,396
ARYO9BU1187B9ADA88,Porcupine Tree,experimental rock,0
ARB45GQ1187B98D2B4,DeGarmo & Key,ccm,0
AR0G47L1187B98CC6D,Frank Chacksfield,orchestra,130
ARJA1841187FB3A029,David Bowie,dance rock,397
ARUZRFN1187B98AC05,Bone Thugs-N-Harmony,gangster rap,44
ARSL3N21187B98DFC5,Klaus Badelt,chill-out,0
ARL635X1187B990092,Charlotte Gainsbourg,pop,0
AR12F2S1187FB56EEF,Aerosmith,blues-rock,73
ARTXEZN1187B9B8190,Agnes,europop,122
AR6Q6PN1187B9A01E1,The Party Group,hip house,0
ARC5Q0L1187B98D463,Enter the Haggis,celtic rock,0
ARX9L381187B9B7265,Mac McAnally,singer-songwriter,398
ARFH6FT1187FB5BF47,T.O.K.,dancehall,399
ARN9GBH1187FB3FEF9,Leo Gandelman,brazilian jazz,400
AR7TTCH1187FB3F95C,Leon Russell,blues-rock,159
ARAH4TU1187FB51D28,Bill Laswell,future jazz,401
AR25WM21187FB461B3,Francis Lai,space age pop,0
ARZQM8D1187FB438CC,Herbst9_ Z'ev,dark ambient,402
ARV4KO21187FB38008,Del Tha Funkee Homosapien,hip hop,304
ARKU3Z61187FB51DCA,Rihanna,dance pop,338
AR03BDP1187FB5B324,Britney Spears feat. Pharrell Williams,dance pop,321
AR03BDP1187FB5B324,Britney Spears,dance pop,321
ARXLX5L1187FB47BED,Crazy Horse,country rock,0
ARVD9M11187FB49291,Headhunter,dubstep,0
AR787QE1187B9B48C6,Sam Butera & The Witnesses,easy listening,0
ARZWK2R1187B98F09F,Rise Against,hardcore punk,19
AR0BV7E1187FB386C1,Lee Ritenour / Jeff Mironov,instrumental pop,403
AR0IVSA1187FB4F069,Helmet,rapcore,75
ARIUNKJ12802FDE157,Dine et Dֳ©on,french pop,0
ARDF6RM1187FB5A409,Martin Denny,exotica,30
ARGBGC71187FB3DD0B,DJ Nasty,bass music,0
ARB054P1187B9AD32E,Santana,blues-rock,59
ARYHTAK11F50C4A2FB,Ray Sandoval,flamenco,404
ARHMUJK1250940F0DE,Amalia Avgoustaki,greek,0
ARM9QAE1187B9AF687,Shaman,progressive trance,355
ARCF06I1187B995398,K-OS,trip hop,0
ARYISOC1187B9998F1,Choir & Great Symphony Orchestra of the All-Union Radio_ N. Shpiller_ S. Krassovsky_ V. Gagarina & N,brutal death metal,405
ARCRR5X1187FB3BD4A,Elva Hsiao,j pop,0
ARTXS851187FB411C7,Chris Farlowe,blue-eyed soul,208
ARBXIDR1187B9AB77E,Avril,trip hop,0
AR1QXAQ1187FB47FAC,Sticky Fingaz & Omar Epps,hip hop,141
ARJFOC01187FB413A5,Delbert McClinton,blues-rock,406
ARQ8FR81187FB58D27,Gloria De Haven,easy listening,0
AR0WV4Y1187B99B806,Rhian Benson,broken beat,407
ARCT5P61187FB3D950,The Impressions,chicago soul,10
ARYYCVC1187B9A8510,Bessie Smith,chicago blues,408
ARB336A1187B9A4583,MC5,garage rock,409
AR0WCZW1187B99F592,Tommy Torres,reggaeton,0
ARYB42B1187FB37B01,Les Malpolis,chanson,0
AR84AQE1187B98AD9C,Washboard Sam,delta blues,410
ARK0VFZ1187FB4309B,Shirley Caesar,symphony,411
ARM5JLS1187FB3615B,Tammy Wynette,honky tonk,286
ARCLFWR1187B9AE7B2,Fun Lovin' Criminals,blues-rock,0
ARW9DSD1187B9A0345,Los Chunguitos,flamenco,0
ARFWL8S1187B9B4B44,Cֳ©line Dion,soft rock,341
AR3MSAN1187B98F06B,OutKast,dirty south rap,89
AR4GP451187FB3F2BB,Andy Griffith,comedy,0
ARS6HDE1187B99CA29,Joe Lynn Turner,hard rock,0
AR261YW1187FB374B3,Warrant,hard rock,412
ARHPBZT1269FCD0B57,IYOV,digital hardcore,0
ARSRFOY1187B9917DA,Otis Taylor,country blues,68
ARSBFGV1241B9CE441,Laron aka Swan featuring Alexander East,ghetto tech,0
AR5R7791187FB3A8C3,Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson,opera,0
ARGS67J1187FB3FC1A,Righteous Brothers,blue-eyed soul,266
AROSGVP1187B9B011F,The Clancy Brothers,irish folk,197
AR22KZ51187B9A0A31,Five Fingers of Funk,funk metal,0
ARDXWVZ1187B9B52F1,Michael Whalen,meditation,75
ARAPH9U1187B9B34F0,Randy Travis,country gospel,365
ARFM7OI1187B990C49,Tonic,post-grunge,0
AR5C6M11187B9AC877,The Grip Weeds,glam rock,413
ARNTTHK1187B98FF64,Andy & Lucas,flamenco,414
ARKWT6J1187B98ED50,Mֳ³veis Coloniais de Acaju,samba,0
AR5ZJLK1187B9B3A8E,John D. Loudermilk,blues-rock,415
ARQXAUH1187B9BA010,Glen Campbell And Bobbie Gentry,country blues,187
ARXTM8U1187B99F200,Pablo Montero,ranchera,0
ARQHLIO1187B98AA6A,Jay Pֳ©rez,tejano,0
ARO4WQR1187B9B9825,Kenny Rogers,country rock,23
ARXP7MQ1187FB3AC5F,Dave Hollister,motown,256
ARNITNO1187FB555D3,Arturo Sandoval,latin jazz,382
ARXDOUQ11F50C4A239,Wednesday 13's Frankenstein Drag Queens From Planet 13,horror punk,0
ARXK4YK1187FB4D0C4,Dub Pistols feat. Lindy Layton & Rodney P,big beat,3
AR5T4YC1187FB5915E,Darwin's Waiting Room,nu metal,0
ARPUTNP1187B9AA71B,Andrֳ© Minvielle,jazz,0
ARKQ9JM1187FB57521,A.Z.,gangster rap,304
ART8F8O1187B9A538D,Herbert Von Karajan,opera,337
ARYFHBH1257509D340,Hassan Annouri feat. Cassandra Steen,hip hop,0
ARK71TS1187B9902B0,Gaiteros de Pillopo,gaita,0
ARIF3EV1187B9B8522,Paul Taylor / Terry Dexter,smooth jazz,416
AR0BV7E1187FB386C1,Lee Ritenour,instrumental pop,403
ARGR98V1187FB3A1B9,Andreas Dorau,tech house,0
ARA26TC1187B9B8505,Bukue One,jungle music,266
ARHYYNT1187B9A3AB8,Hiram Bullock,jazz funk,417
ARELVCU1187B98F3E5,Serpentine,new romantic,317
ARXLX5L1187FB47BED,Crazy Horse,country rock,0
ARKLA8V1187B999B68,Baroness,sludge metal,0
ARF4V431187FB3AA41,Slim Whitman,folk-pop,50
ARMG34A1187FB548A8,Thomas Dolby,pop rock,418
ARZCXO91187FB53708,Justin,future jazz,16
ARLMRES11F4C83E1E1,Barbara Lusch,jazz,104
AREJXK41187B9A4ACC,Raphaֳ«l,chanson,419
ARXGWNG1187FB503A5,Ini Kamoze,dancehall,0
ARIRD6J1187FB5A98C,Sugar Minott,roots reggae,63
ARRWAD71187FB3FE44,Martha Wainwright,folk-pop,100
ART3O5Z1187B9AB043,Stevie Ray Vaughan And Double Trouble,texas blues,28
AR93RTI1187B98ECFB,Mance Lipscomb,texas blues,102
ARAPH9U1187B9B34F0,Randy Travis,country gospel,365
AR2PT4M1187FB55B1A,Los Chichos,flamenco,0
AR1LQNB1187B9A6AE5,La Portuaria,disco,0
ARML7XL1187FB43F59,Boondox,rap rock,420
ARYVLXY1187FB373B0,Maurane,chanson,282
ARFONSP11F50C4D175,Michael Bloomfield,blues-rock,0
ARNQESK11F4C83FD6F,Beatnuts featuring dead prez and Cheryl Pepsi Riley,grime,0
AR12F2S1187FB56EEF,Aerosmith,blues-rock,73
ARP90NR1187B990ECA,Rene Touzet,exotica,0
ARAH4TU1187FB51D28,Bill Laswell,future jazz,401
ARW4AGO1187FB4F107,Jazz Gillum,chicago blues,120
ARKJVHY11E2835E76B,Sonny Terry & Brownie McGhee,piedmont blues,299
ARHTHC01187B9B6D2A,Michael McDonald,ballad,421
ARC70XM1187FB4D5B0,Free,blues-rock,3
AR8QHU51187B9A3341,Leo Ku,cantonese pop,0
AR7537T1187B98FF59,Frankie Randall,easy listening,0
AR12EOE1187FB3AE26,The Pineapple Thief,neo-progressive,0
ARASJQK1187FB5B9D1,Buddy Jewell,bluegrass,422
ARHFEBO11F50C4825A,Flor Silvestre,ranchera,0
ARNZPLV1187FB3DF5D,Capleton,dancehall,0
ARAVEKH1269FCD294D,Demonbreed,thrash core,0
AR5J8N51187FB54ED9,Joe Heaney,irish folk,12
AR189B91187B9B8D9C,Cerati-Melero,electronica,0
ARXTUHV1187B99268F,Remmy Ongala,soukous,0
ARBTNN91187B9ADD5D,The Last,garage rock,0
ARD3ICK1187B9A56C9,Jimmy Riley,roots reggae,0
ARR8B8W1187B9AE0B4,House Of Lords,tech house,0
ARCLFWR1187B9AE7B2,Fun Lovin' Criminals,blues-rock,0
AR1BA6K1187B9A5656,Helen O'Connell,vocal jazz,423
ARPGPI81187B98AEEA,Chaotica,industrial rock,167
ARCVMYS12454A51E6E,The Sun Harbor's Chorus-Documentary Recordings,patriotic,0
AR6892W1187B9AC71B,Placebo,british pop,3
ARNIO6W1187FB37297,DCS,bhangra,0
ARR3ONV1187B9A2F59,Muse,art rock,251
AR1ZKBE1187FB53629,Kraftwerk,electronic,424
ARHINI31187B995C1D,Singing Melody,dancehall,0
AR2S4CA1187B99632E,FFH,ccm,0
ARBB58Y1187B9B621B,Bill & Gloria Gaither,country gospel,0
ARXZP9T1187FB4565D,Willie Clancy,disco,425
AR06EB01187FB40150,NOFX,punk,40
AR5GMAV1187FB3A8F5,Chris Clark,motown,33
ARO3SS31187FB3729C,GWAR,comedy rock,426
ARRXPRY1187B9A8B34,Gran Coquivacoa,gaita,0
AR190KO1187B9905EC,Sick Puppies,post-grunge,71
ARUMR3G1187B9B2B09,Gary Nichols,country blues,211
ARGR98V1187FB3A1B9,Andreas Dorau,tech house,0
ARQGNEN1187FB4494C,Gabinete Caligari,pop rock,0
ARSZIBW1187B994053,James Newton Howard,instrumental pop,0
AR20CFC1187B98A25D,Ray Charles,blues,12
AR26XQ61187FB36CF3,Geggy Tah,post-grunge,0
AR7CCS31187B98C531,Tom Barabas,meditation,0
ARL3VGT1187FB40E8E,Los Fabulosos Cadillacs,ska,427
AR88F5X1187FB3EA17,Loretta Lynn,honky tonk,428
ARKQN8X1187B99221C,Joe Rogan,comedy,18
ARX99U51187B991481,Mista,dubstep,0
AR6G6G01187B9B1637,Unearth,post-hardcore,0
ARAZCWP129462A97F1,Bob Marley,reggae,0
ARZKFR51187B9AF51B,Brian Free & Assurance,southern gospel,0
ARJXZX41187B9B6A43,Dream Warriors,jazz rap,9
AR0BLA51187FB4E6CD,The In Crowd / Jah Stitch,freakbeat,0
AR4EQ231187B99368F,The Fray,piano rock,310
AR7QAHN1187FB35F8B,Groucho Marx,doo-wop,429
AR4EVIX1187B993DE9,Alceu Valenֳ§a,brazilian pop music,0
ARDY3451187B9A0226,Skeeter Davis,country rock,430
AR02IU11187FB513F2,Tito Puente,salsa,30
ARJ3VRY1187B9A3058,Memphis La Blusera,chicago blues,0
ARXLX5L1187FB47BED,Crazy Horse,country rock,0
ARDY3451187B9A0226,Skeeter Davis,country rock,430
AR4BSBD1187B9ACD3A,One Block Radius,pop rap,0
ARWXMEP1241B9CD7CE,Various Indian Tribes,ethnic,0
ARCYE581187B9A1482,Timo Maas,progressive house,0
ARV6QHT1187FB5537A,Nana Caymmi,brazilian pop music,0
AR1Y0N71187FB43209,Anat Ben David,tech house,0
ARPQ4Z01187FB3A736,Butthole Surfers,noise rock,24
ARO5P0H1187FB5BAD7,Pepper,reggae,348
ARJ3VRY1187B9A3058,Memphis La Blusera,chicago blues,0
ARFCUN31187B9AD578,The Rolling Stones,blues,3
ARUTS6Y1187FB5BDAB,Twila Paris,ccm,0
ARTCO131187B9B9ADB,Bob Carlisle,ccm,0
ARI648V1187B9B5379,The Michael Stanley Band,heartland rock,0
ARY1P2B1187B9B78F5,Mariano Yanani,lullaby,0
ARESVFD1187FB522E6,Rikk Agnew,alternative rock,0
ARTH9041187FB43E1F,Eminem,hip hop,431
ARH4N0N1187FB3E1F1,Malkit Singh,broken beat,0
ARVZDOM1187B9B49C9,Barry Manilow,soft rock,161
ARZBOES1187FB40178,Carlos Baute,cumbia,0
ARPB4TX1187B98DDEA,Marga Gomez,comedy,0
AR8CT8U1187FB4D803,Dexys Midnight Runners,folk rock,432
AR7GOK91187FB455F5,Jean-Jacques Goldman,chanson,433
ARLBNAC1187FB47151,Etienne de Crֳ©cyֲ ,deep house,0
ARE815V1187B998A43,T-la Rock,hip hop,267
AR1SQSG1187B9AC782,Kent,post-grunge,434
ARA1EK21187B9A2FB7,Silent Stream Of Godless Elegy,doom metal,0
ARVUVRE12420780B0B,Stiff Meat,melbourne,0
ARKRRTF1187B9984DA,Sonora Santanera,salsa,0
ARDGALJ1187FB55592,Asterisk*,hard trance,0
ARNDL191187FB51583,Jimi Hendrix,blues-rock,435
AR45KNL1187B992E53,Dr. Elmo,parody,37
ARV57NY1187FB3C1DC,Tommy Castro,electric blues,436
ARVEJ9M1187FB4DC44,Les Ogres De Barback,chanson,0
ARZM53A1187B9A1AE7,Panzer AG,industrial dance,0
ARDQO721187FB3C6D9,Rodney O & Joe Cooley,miami bass,0
AR7G0NH1187FB42E47,Gus Cannon,trip hop,437
