SongNumber,Title,ArtistID,Year, Hotness,Duration,Tempo,AlbumID
1062,Space Between Us (Album Version),AREPD8D1187FB3F5BC,1994,0.531983193,303.98649,127.707,21651
1063,Drifting Away,ARPTJHV11F4C83EF53,0,0.233806829,224.54812,146.02,568321
1064,Position,ARODMZJ1187B9ACE8E,1995,0.628125058,191.73832,94.958,185742
1065,Beyond Forever (2004 Digital Remaster),AR0DTOH1187FB4B83A,0,-1,277.57669,98.436,767498
1066,Raga Anandi Kalyan (Alap_ jor and jhala),ARSTA431187B9A3599,0,0,1519.28118,88.329,254168
1067,Tetrispack,ARA6BH81187B98F3AF,2005,0.768534891,256.31302,205.972,134912
1068,Nice 'N' Easy,AR0B1CH1187FB3A824,1997,0.212045405,184.65914,119.963,286272
1069,Darby's Castle,ARBQPXY1187B98D67B,1970,-1,232.64608,74.665,224850
1070,Doing Time (Album Version),AR46CAD1187FB4D84B,1982,0.592641203,180.81914,121.805,204360
1071,Phase (1972),ARXKVWH11F50C4974D,0,-1,827.66322,59.478,769337
1072,Night Train (Album Version),ARRX4FO1187FB58DD6,0,0.265861049,159.81669,117.298,460948
1073,Sunny Came Home,ARDW5AW1187FB55708,1996,-1,250.69669,109.154,487958
1074,Short On Ideas / One Last Cigarette,ARG8DXO1187B9AF743,2002,0.407233015,257.01832,170.412,221479
1075,Got It Twisted,AREV2491187B9B017E,2004,0.662826893,224.62649,103.433,293515
1076,Liverpoolin pokia,ARD5SR21187B9B5F4A,1985,0,157.33506,155.735,111427
1077,Stand,ARDM8331187B9B947E,1995,0.215080319,194.61179,110.178,509441
1078,Caroline,ARBXBQR1187FB56FA5,0,0,185.67791,106.117,469687
1079,Have Thine Own Way Lord,AR223M11187B9ADDD6,0,0.304169503,160.57424,83.053,680457
1080,I'm The Man (Explicit) (Feat. Jeru The Damaja And Lil Dap),ARDSWIE1187FB39056,1992,0.609188864,244.32281,95.301,24250
1081,The Door,ARGCTOE122988F0925,0,0,216.47628,154.356,110142
1082,Don't Wanna Be Here (Album Version),ARENU9O1187B993B5E,1997,0.22424324,214.7522,124.22,129742
1083,CNN War Theme,ARK0BT61187B9ACEC2,2004,0.553166754,217.10322,146.683,479032
1084,Now We Know,ARIRD6J1187FB5A98C,2007,-1,193.93261,163.848,758028
1085,Heart-Shaped Box,ARH3S5S1187FB4F76B,0,0.54485592,281.65179,105.826,14329
1086,Girls Make My Hair Loose,ARMGJ1W1187FB53EEC,0,0.355285536,216.78975,116.432,462168
1087,Spaced Invader (Ian Pooley Club Mix),AR72Q9R1187B98A664,2000,0.256866156,383.58159,128.022,323213
1088,Down At The Old Corral (Album Version),ARAPH9U1187B9B34F0,1993,-1,198.76526,104.799,12539
1089,Tudo Que Vocֳ× Quiser,AR0CWSC1187B9AFE3F,0,-1,256.15628,102.399,509285
1090,Tien An Man Dream Again,AR9A5TK1187B9AD07F,1991,0.473346541,78.05342,177.093,282395
1091,Nasty Little Lonely,ARE13NK1187FB4CF92,1978,-1,305.71057,105.288,611769
1092,Tell Me Partner,AR0569B1187B9A4036,0,-1,320.1824,102.533,623984
1093,Ma Garֳ§onniֳ©re,ARL6F541187B9ADC0C,0,0,207.90812,111.95,425923
1094,Nonfiction,ARUKN9H1187B9B71C8,1994,0.755899158,256.20853,163.204,479327
1095,Money Make The World Go Around,ARRXG5Y1187B9AA016,0,0.221756119,254.09261,93.988,266372
1096,Never Be Ready,AR4FGSF1187FB528BE,2009,0.642859589,215.74485,151.936,477788
1097,Coquֳ­,ARLHEM01187B9AFF5B,0,0.237211368,245.99465,83.905,435284
1098,Unlove Me,ARC87OG1187B99F540,2004,-1,192.46975,122.022,373411
1099,If I Know You,ARX2DLI1187FB4DD03,2008,-1,351.32036,128.976,428296
1100,Smoke Screen,ARB0OOC1187B98B2C4,0,-1,242.83383,118.268,409123
1101,Ouverture,ARFAKQ01187B990163,0,0,113.73669,141.652,502979
1102,Up To Zion (High Key-Premiere Performance Plus w/o Background Vocals),ARGIABO1187FB4B3B5,0,0,171.25832,88.947,585760
1103,River Is Waiting,ARALUUG1187FB58696,2008,-1,240.69179,103.206,750413
1104,Solid Gold (Evolution Mix) (2005 Digital Remaster),AR5WPYF1187B9B40DA,2002,0,508.02893,126.984,18368
1105,Only One You,ARLWR721187B9A03C9,2002,-1,196.62322,96.027,809349
1106,Little Edith,AR2TT8P1187B9B624D,2005,0,290.08934,130.091,323471
1107,Iron Man,AREHK7O1187B9ADDD7,1996,0.649675062,259.76118,137.342,14367
1108,Johnny Can't Dance,ARDL6T21187FB36FDD,2001,-1,281.15546,116.517,221546
1109,Please Remember Me,AR4GAFY1187B9B639D,0,-1,192.88771,132.115,383810
1110,Brazil Mon Amour,ARGXLDE1187B99244E,2001,0,493.7922,134.21,532529
1111,Honey,ARLGIX31187B9AE9A0,0,0.419125893,242.15465,95.464,392918
1112,Mad World (Money-G. Remix),ARVI9KK1187B9AACB4,0,0.277449368,495.38567,140.013,109268
1113,Take Your Time feat. Yannick Noah,ARNE16X1187B9B2DEE,0,0.334706549,193.64526,211.986,476245
1114,Innizar,ARJR7S11187FB36A2A,2003,0.394394856,208.14322,78.134,323735
1115,Toccata Et Fugue En Rֳ© Mineur BWV 565,ARN8NCB1187FB49652,0,0.212045405,499.51302,92.924,150705
1116,Embraceable You (LP Version from 'When The Boys Meet The Girls'),AR392MV1187FB3C3FE,0,-1,135.47057,73.183,128977
1117,Bass Pro Shop & Wal-Mart,ARVNBNU1252CCFA156,2009,-1,148.37506,62.018,597540
1118,Penny In My Pocket,AR879VR1187FB4DC8B,0,-1,154.3571,129.393,115747
1119,Nadine,ARWV0Q11187FB4CDCE,0,0.265861049,309.41995,118.372,706252
1120,Marie's Wedding,AROSGVP1187B9B011F,0,0,164.07465,92.326,454349
1121,I Love To Tell The Story  (Love To Tell The Story Album Version),AR4GP451187FB3F2BB,0,0,173.7922,105.129,153305
1122,L'ombre d'une chance,ARGCEOR1187B9A4E7D,2005,-1,150.17751,117.311,789617
1123,Queen Ida Introduction,ARAGMIV11F4C843F78,0,-1,55.50975,111.542,86259
1124,Round Two Wrap-Up,ARB2M051187FB56FA9,0,0,26.01751,109.135,65393
1125,Suicidal Dream,ARIH5GU1187FB4C958,1995,0.664286934,191.9473,97.643,286427
1126,New York,ARUJ5A41187FB3F5F1,2000,-1,343.27465,125.088,225
1127,Do It All Over Again,ARJ1W5M1187FB458F3,0,0.215080319,265.97832,150.116,570508
1128,She Came Along To Me (LP Version),ARJ7SQ31187B9AF432,0,0.413739836,207.98649,119.066,65623
1129,Extrication Love Song,AREOGMA1187B9908EF,1976,-1,270.96771,93.532,372125
1130,Skincree,ARQI3OI1187B99DB1A,0,0.58222428,250.14812,137.846,65576
1131,Dis moi,AROGHQQ1187B9890E3,0,0,200.56771,199.747,489780
1132,Under World Dub,ARCYQ1P1187FB3F3CA,0,-1,186.8273,88.355,433331
1133,Lil Stuntin,AR1VCLT1187FB4C8AC,0,-1,206.28853,87.716,657107
1134,Diss Location,ARPPIDW1269FB37D97,0,-1,293.72036,87.99,440040
1135,Did It Again (featuring Kid Cudi),AR6PJ8R1187FB5AD70,0,-1,242.02404,137.935,662916
1136,Persiana Americana (Live),ARBJSO81187B9BA09B,1987,0.270775999,343.562,104.521,511645
1137,Recht auf Lungenkrebs,ARLKMZE1269FB37388,0,-1,181.08036,131.784,757165
1138,Pardesi Pind Wich Ageya,AR2PNSZ1187B9AF0A4,0,0,254.9024,98.824,531252
1139,Tra-La-La Musette,ARD7U0O1187FB5531A,0,-1,156.26404,180.588,271042
1140,Zeigt her eure Fֳ¼ֳe,ARS26BQ1187B99466D,0,0,131.94404,94.977,170716
1141,Past Meets Present,AR9YV621187B99373E,0,0,170.52689,188.068,504206
1142,Don't Bring Flowers,ARKCAKL121318C569E,2009,-1,308.81914,127.923,551252
1143,KORITSU HOSPITAL,AROLMXS1241B9C6915,0,0.212045405,267.31057,170.003,359463
1144,Squarebiz,ARRNO111187B9B3FC9,2007,0.476248227,205.08689,91.89,204453
1145,Narrative #1,ARFONSP11F50C4D175,0,0.324058699,35.97016,106.269,455287
1146,Someday (Immune Album Version),ARI3WLL1187B99182B,0,0.408110884,248.81587,168.193,147139
1147,Somebody's Brother (Somebody's Brother Album Version),AR9AN471187B99E0DA,0,-1,191.21587,124.346,148608
1148,You Called It Madness [But I Call It Love] [Live At Royal Albert Hall],ARPBNLO1187FB3D52F,2000,0,197.90322,167.477,627950
1149,Drugs,AR7V3VQ1187B9A08AA,2007,0.405115722,443.68934,100.331,735395
1150,Scientas,ARK8EHO1187B9B71D1,1992,0.599660358,337.71057,219.826,313492
1151,The Painter And The Magician,ARNBFWO1187FB4D1DD,0,0.57010593,253.54404,177.841,495559
1152,Spanish Harlem,AR4M1KM1187B9AC7E2,0,0.688504365,130.61179,101.166,55322
1153,Portrait Of Clare (from 'Portrait Of Clare'),ARELA4P1187B991507,0,-1,196.75383,66.907,579569
1154,The Hammer Song (2010 Digital Remaster),ARODBRG1187FB3FD99,0,-1,255.4771,99.565,776439
1155,Broadway Star,ARMEGHI11E2835C3C3,0,-1,241.3971,131.729,682247
1156,You Need Hands (1993 Digital Remaster),ART4EPR1187FB38772,0,0.6061494,169.50812,106.413,52212
1157,All That You Need,ARVJ0JK1187B98C9C0,1995,0,257.30567,115.371,341940
1158,Hope I'll Join That Band,ARJSGPI1241B9C8855,0,-1,172.93016,88.908,174801
1159,Conscience Ah Heng Dem (interlude),ARNZPLV1187FB3DF5D,2000,0,29.41342,170.781,146284
1160,Sicilienne,ARHY20W1187B9B8262,0,0.334706549,225.33179,150.784,497830
1161,Innocence,ARY53RR1187B9AE485,2007,0.927132546,232.202,138.364,312051
1162,Gimme Gimme Song,ARDMWZS1257509D66D,0,0,914.02404,107.433,763388
1163,Severed (demo) (Album Version),ARDEC2A1187B9A460E,0,-1,179.04281,69.792,360235
1164,Abnormal (Acoustic),AR1ZZOW1187B99BA84,0,-1,214.64771,156.222,774930
1165,Redwing,ARC6UC81187B989062,2004,0.47643522,252.86485,123.997,8577
1166,Nur eine Nacht mit Dir,AR1KMPF1187B99AA98,2009,-1,211.90485,124.014,396837
1167,Heal (The Separation) [H.E.L.P Breakbeat],ARK8EHO1187B9B71D1,1996,0.265861049,247.53587,110.04,356456
1168,Worrying Over You,ARIHI8H1187B9B0058,0,-1,206.05342,150.302,383789
1169,Long Summer Days,ARZKUQF11F4C8456E8,1977,0.38293509,194.97751,91.453,22126
1170,Winter Wonderland,AR7537T1187B98FF59,0,-1,215.77098,100,98599
1171,Luna de miel en Guama,ARNITNO1187FB555D3,1997,0.266955186,238.28853,138.732,12891
1172,Heart Of Dixie,AREB9421187FB458EF,0,-1,185.73016,129.714,373724
1173,Coven In Charing Cross,ARGREXL1187FB3FC9B,0,0.641771193,244.50567,87.136,702121
1174,Obsidian Sunrise,ARSAWAQ1269FB35DF2,0,-1,335.09832,145.478,791949
1175,Junco Partner,ARA8O8L1187B9AD61D,1985,0.565451012,208.45669,96.874,200685
1176,To Sinnefo,ARWKVPA12509411EFF,0,-1,233.92608,99.955,147639
1177,You Are The One,AROPZYT11F4C83EFFA,0,-1,319.39873,84.998,175378
1178,Raketen,AR6KB411187FB40C09,2005,-1,249.83465,110.013,62706
1179,Shut Your Eyes,ARVN9FZ1187FB393F1,2006,-1,209.162,125.057,78472
1180,Close To Me,AR828WL1187FB47E81,0,0.619305881,238.41914,123.81,154986
1181,Apertura in jazz,AR8TCLH1187B9A85E4,1998,0.212045405,234.57914,42.106,686666
1182,Maputo,ARNLOX91187B990BFC,0,0,456.61995,136.248,619807
1183,Be Healthy,AROIIF91187FB4F2D5,2000,-1,154.30485,94.905,289149
1184,Mas Que Nada,ARODFDS1187FB57348,1985,-1,267.20608,101.059,309435
1185,Water-Liked,AR5K75Y1187B9B5F7E,0,-1,226.7424,116.043,818326
1186,Alma de B-Boy,ARF1E421187B9AF8C4,0,0.511424326,208.66567,120.064,35369
1187,Jealous Again,ARQ76LG1187B9ACD84,1980,-1,136.14975,124.481,729456
1188,ֳ€ Mon Avis,AR7LN7G1187FB395BB,0,0.352232225,431.93424,134.046,681008
1189,Energia,AR3N2H11187B98AFBA,0,-1,238.00118,224.247,37883
1190,Verde Bosque,ARU3YYC1187FB43FEE,1994,-1,355.29098,105.025,216426
1191,There Alone Go I,AR567PN1187FB4B4F2,0,-1,274.12853,107.412,743070
1192,Put You Back In The Jail,ARUNYOW1187FB43F2A,0,-1,160.28689,180.137,99095
1193,The Girl From Ipanema (Garota De Ipanema),ARNJ2VR1187B989DA8,2006,0.377531645,192.41751,129.591,48950
1194,Secrets,ARE26EG1187B990AEF,1996,-1,241.89342,172.172,626842
1195,Autumn Leaves (1999 Digital Remaster),ARIK8T31187B9A4D4F,0,0.215080319,171.4673,84.496,24826
1196,She's Little And She's Low,AR63RWN1187FB3E89A,1998,-1,340.87138,164.387,369461
1197,Stockholm Syndrome,ARR3ONV1187B9A2F59,0,0.776350976,296.95955,128.134,306065
1198,Maria De Santiago,AR695PK1187B996E35,2006,0.253834736,235.04934,126.191,239051
1199,No Consolation,ARBZAIL1187FB5B1C8,0,0.265861049,182.83057,74.601,226851
1200,Faith Healer (Digital Single),ARSF4161187B9B449F,0,0.436904602,248.18893,123.633,226614
1201,I Heard Her Call My Name,ARBFQ7L1187B9ACD48,1968,-1,276.68853,144.562,25561
1202,Scotch and Soda,ARNMHWR11F4C83B384,0,0.266955186,127.16363,80.167,809196
1203,T.V. & Movies,ARHSYTC11F50C505F9,0,0.288481643,420.49261,240.314,224620
1204,Ying Guang Hu Die,ARVFGPJ1187B9A2477,0,-1,279.19628,94.276,544754
1205,On ne meurt qu'une fois,ARI9ZSM1187FB377C5,0,-1,528.40444,112.752,602149
1206,All My Loving,AR6Q6PN1187B9A01E1,0,-1,187.95057,103.432,199914
1207,Therapie,AR2P71H1187B9B8C00,0,0.367273416,64.62649,90.148,407754
1208,Nu Sheng Wo Zui Da (OT:That Thrill),AR23SSG1187FB3AC75,0,0.229144104,220.15955,160.027,518151
1209,The Loco-Motion,ARRVGAX1187FB4D745,1962,0.928367113,145.162,129.781,60587
1210,Chelsea Girl (Live),ARML8X41187B990644,2004,0.239629098,308.45342,103.637,533915
1211,Show You How,ARVG4OK1187B9B6BD3,2004,-1,166.29506,82.909,174061
1212,Jetstream - Arthur Baker Remix,ARNHHIV1187FB4EA23,2005,0.360370583,421.95546,122.484,12884
1213,Child Of The Night,AR53RLV1187FB39AA5,2006,0,217.20771,154.093,105100
1214,Old Hobo,ARN7OQ21187FB5A6B3,2003,0.494489518,234.78812,146.569,541577
1215,I Just Need Your Lovin' - Original,ARTXS851187FB411C7,0,-1,192.26077,160.663,468309
1216,Here Comes Your Iceman (LP Version),ARWIMT21187B9B5AEC,0,0,233.92608,88.109,135402
1217,Moon Loop (Improvisation),ARYO9BU1187B9ADA88,0,0.812029297,978.442,134.075,210456
1218,He Has Risen (Communication Album Version),ARB45GQ1187B98D2B4,0,-1,171.75465,82.604,52666
1219,Heidi,AR0G47L1187B98CC6D,0,-1,151.19628,116.716,756725
1220,Space Oddity (1997 Digital Remaster),ARJA1841187FB3A029,0,-1,313.70404,137.068,808
1221,Fearless [Interlude] (Explicit Album Version),ARUZRFN1187B98AC05,0,0.249065795,34.42893,86.056,812627
1222,After The Fire,ARSL3N21187B98DFC5,2007,0.304169503,116.1922,56.306,109107
1223,Tel Que Tu Es,ARL635X1187B990092,2006,0.819642711,189.70077,119.683,42180
1224,Lord Of The Thighs,AR12F2S1187FB56EEF,1974,-1,425.03791,108.662,284052
1225,Non Conformist Acclaimed,ARTXEZN1187B9B8190,0,-1,371.06893,122.965,155871
1226,El Ventilador,AR6Q6PN1187B9A01E1,0,-1,190.04036,122.91,92051
1227,Skyswimmer,ARC5Q0L1187B98D463,1999,0.459127718,399.882,85.399,699416
1228,If You Hang Around Long Enough,ARX9L381187B9B7265,0,0.494489518,183.53587,174.268,606364
1229,Hotta,ARFH6FT1187FB5BF47,2006,-1,190.71955,126.682,188177
1230,Bari Bossa,ARN9GBH1187FB3FEF9,2007,-1,222.98077,157.95,495796
1231,Jambalaya (On The Bayou),AR7TTCH1187FB3F95C,0,0.405115722,169.35138,99.435,62750
1232,The Gary Selchie - Solas,ARAH4TU1187FB51D28,0,0,132.67546,105.218,597508
1233,La valse du mariage,AR25WM21187FB461B3,2003,0,123.24526,88.967,422119
1234,Awakening of the Soulless,ARZQM8D1187FB438CC,0,0,245.02812,91.695,625398
1235,Mistadobalina,ARV4KO21187FB38008,1991,0.758973794,257.69751,99.566,9066
1236,Good Girl Gone Bad,ARKU3Z61187FB51DCA,2007,-1,208.16934,128.077,371487
1237,Boys,AR03BDP1187FB5B324,2001,0.563246899,225.48853,106.919,300483
1238,Everytime,AR03BDP1187FB5B324,2003,-1,206.81098,85.331,303090
1239,Dance_ Dance_ Dance  (Album Version),ARXLX5L1187FB47BED,0,0.572920148,133.3024,152.729,57714
1240,Signs Of Insanity,ARVD9M11187FB49291,0,0.266955186,277.81179,133.005,208683
1241,Perdido (1999 Digital Remaster),AR787QE1187B9B48C6,0,-1,148.06159,178.716,24822
1242,State Of The Union,ARZWK2R1187B98F09F,2004,-1,139.17995,132.045,9844
1243,A Little Bit Of This And A Little Bit Of That,AR0BV7E1187FB386C1,1976,0.652518217,307.04281,157.582,55201
1244,Your Head,AR0IVSA1187FB4F069,1995,0.590951393,200.75057,202.829,177430
1245,Gֳ©raldine,ARIUNKJ12802FDE157,0,-1,113.57995,110.5,786773
1246,Burma Train Change,ARDF6RM1187FB5A409,0,-1,175.75138,85.765,725029
1247,Buy You A Drink,ARGBGC71187FB3DD0B,0,-1,236.56444,106.659,810182
1248,With A Little Help From My Friends,ARB054P1187B9AD32E,0,-1,246.7522,79.428,208586
1249,A La Naturaleza,ARYHTAK11F50C4A2FB,0,-1,377.70404,124.186,179413
1250,Dimitroula,ARHMUJK1250940F0DE,0,-1,182.17751,120.103,308387
1251,For Tomorrow (live),ARM9QAE1187B9AF687,0,0,404.06159,120.25,228665
1252,Clap Ur Handz,ARCF06I1187B995398,2004,0.620923593,80.53506,104.783,148683
1253,Requiem Mass_ K. 626_ 1791: Agnus Dei (Larghetto) (Mozart),ARYISOC1187B9998F1,0,-1,541.23057,109.051,85554
1254,Gotta Let It Go,ARCRR5X1187FB3BD4A,0,0.345802234,241.52771,121.968,157333
1255,Paint It Black,ARTXS851187FB411C7,1966,-1,177.57995,146.913,781922
1256,The Matter With You (Part I_ Ii_ Iii),ARBXIDR1187B9AB77E,2000,-1,651.59791,86.589,279570
1257,Don't Owe Me Nothin',AR1QXAQ1187FB47FAC,0,-1,142.86322,87.897,555518
1258,Lose Your Money,ARJFOC01187FB413A5,2000,-1,114.31138,221.858,440144
1259,Diamonds Are A Girl's Best Friend,ARQ8FR81187FB58D27,0,-1,110.88934,100.296,619838
1260,Say How I Feel,AR0WV4Y1187B99B806,2004,0.576399981,207.46404,117.973,1620
1261,This Is My Country,ARCT5P61187FB3D950,1968,-1,168.01914,103.088,34608
1262,Cold In Hands Blues,ARYYCVC1187B9A8510,0,-1,192.44363,79.912,546646
1263,Miss X (LP Version),ARB336A1187B9A4583,1971,0.675696807,307.722,75.706,13139
1264,Imparable,AR0WCZW1187B99F592,0,0.676548906,222.92853,158.007,544392
1265,Les Amours de Nathalie,ARYB42B1187FB37B01,1998,-1,246.69995,172.061,449692
1266,Bucket's Got A Hole In It,AR84AQE1187B98AD9C,0,-1,166.19057,158.455,174657
1267,Angels We Have Heard On High (Album Version),ARK0VFZ1187FB4309B,0,-1,176.37832,119.711,113171
1268,Welcome To My World (Live),ARM5JLS1187FB3615B,0,-1,84.16608,155.05,761599
1269,We Have All The Time In The World (Live),ARCLFWR1187B9AE7B2,0,0.215080319,235.36281,91.859,185110
1270,Por La Calle Abajo,ARW9DSD1187B9A0345,2000,-1,164.12689,158.479,284788
1271,Un Garcon Pas Comme Les Autres (Ziggy),ARFWL8S1187B9B4B44,0,0.468997788,179.01669,80.999,281536
1272,Happy Valentine's Day,AR3MSAN1187B98F06B,2003,-1,323.10812,100.026,293650
1273,Just A Closer Walk With Thee,AR4GP451187FB3F2BB,0,0,179.93098,100.018,286538
1274,Second Hand Life,ARS6HDE1187B99CA29,0,0.503381236,274.12853,106.896,603540
1275,Cherry Pie,AR261YW1187FB374B3,0,0.800849691,201.03791,177.152,391347
1276,Hipster Haircut,ARHPBZT1269FCD0B57,0,0,120.16281,194.53,818031
1277,Round and Round,ARSRFOY1187B9917DA,2001,0.592333567,107.83302,217.289,254710
1278,Up All Night - Remix,ARSBFGV1241B9CE441,0,-1,544.522,84.64,802902
1279,Werther (1997 Digital Remaster)_ PREMIER ACTE/ACT ONE/ERSTES AKT: Mon ֳ¢me a reconnu votre ֳ¢me(Werther/Charlotte),AR5R7791187FB3A8C3,0,-1,55.40526,109.158,154446
1280,See That Girl,ARGS67J1187FB3FC1A,1965,-1,190.14485,72.656,30893
1281,Water Is Alright In Tay,AROSGVP1187B9B011F,1993,0.476248227,113.78893,105.852,284542
1282,Genuine,AR22KZ51187B9A0A31,1998,0,1400.37179,0,230859
1283,A New Heart,ARDXWVZ1187B9B52F1,2004,0,317.70077,110.1,650737
1284,Wind In The Wire (Album Version),ARAPH9U1187B9B34F0,1993,0.215080319,211.40853,95.655,12539
1285,Where Do I Fit,ARFM7OI1187B990C49,0,0.63874564,184.68526,156.028,817501
1286,Changed,AR5C6M11187B9AC877,0,0,314.14812,130.459,553262
1287,Amores Cobardes,ARNTTHK1187B98FF64,2008,0.265861049,234.63138,147.886,429824
1288,Perca peso,ARKWT6J1187B98ED50,2005,0.619916274,320.05179,173.652,240938
1289,Brown Girl,AR5ZJLK1187B9B3A8E,0,0.265861049,252.682,112.781,589057
1290,Mornin' Glory,ARQXAUH1187B9BA010,1968,0.555016409,183.11791,101.577,60339
1291,La Copa Grande,ARXTM8U1187B99F200,0,0.236216271,189.57016,98.063,487924
1292,Ojitos Dormilones,ARQHLIO1187B98AA6A,0,-1,204.66893,189.758,508143
1293,The Son Of Hickory Holler's Tramp,ARO4WQR1187B9B9825,1977,0.345802234,188.96934,174.785,32217
1294,Bad When U Broke,ARXP7MQ1187FB3AC5F,0,-1,209.55383,166.026,46464
1295,My Funny Valentine,ARNITNO1187FB555D3,2003,0.471971172,266.60526,61.018,282491
1296,Hit And Rape (Album Version),ARXDOUQ11F50C4A239,0,-1,131.81342,93.021,78736
1297,I'm In Love,ARXK4YK1187FB4D0C4,0,-1,333.21751,130.016,631274
1298,Feel So Stupid (Table 9),AR5T4YC1187FB5915E,2001,0.617365618,197.51138,101.923,22404
1299,Les Chaudrons,ARPUTNP1187B9AA71B,2007,0.212045405,295.96689,125.47,373288
1300,We Can't Win (Explicit),ARKQ9JM1187FB57521,1995,-1,203.10159,88.064,27867
1301,"Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus Das Land des Lֳ₪chelns"")""",ART8F8O1187B9A538D,0,-1,238.10567,103.929,295095
1302,Wahrheit,ARYFHBH1257509D340,0,-1,270.73261,150.063,759051
1303,El Barbero,ARK71TS1187B9902B0,0,0.284457919,251.08853,179.665,455723
1304,Long Distance Relationship,ARIF3EV1187B9B8522,0,0,270.21016,135.87,217043
1305,Captain Fingers,AR0BV7E1187FB386C1,1977,-1,444.81261,128.972,319809
1306,So ist das nun mal,ARGR98V1187FB3A1B9,1997,-1,395.17995,124.988,108528
1307,Ready Now,ARA26TC1187B9B8505,0,0,239.38567,188.947,817340
1308,Voodoo Chile,ARHYYNT1187B9A3AB8,0,-1,502.69995,129.245,558469
1309,Rainbow Ride,ARELVCU1187B98F3E5,0,-1,285.70077,122.004,723056
1310,Scratchy (Takes 1-3 / bonus track),ARXLX5L1187FB47BED,0,0,732.39465,119.649,57714
1311,Grad,ARKLA8V1187B999B68,2007,0.650808775,354.79465,98.763,223562
1312,As You Take A  Walk Through My Mind,ARF4V431187FB3AA41,0,-1,192.73098,110.595,23262
1313,One Of Our Submarines,ARMG34A1187FB548A8,1982,-1,309.57669,130.017,988
1314,WA-KA-BAM!! (INTRO),ARZCXO91187FB53708,0,-1,22.33424,41.985,277768
1315,Now_ Baby_ or Never,ARLMRES11F4C83E1E1,0,0,259.73506,92.215,232781
1316,Le Petit Train (Mixֳ© Par Mark Plati),AREJXK41187B9A4ACC,0,0,211.01669,150.096,318216
1317,Goodness & Mercy,ARXGWNG1187FB503A5,0,0.240374589,236.56444,165.111,664421
1318,Walking Dub,ARIRD6J1187FB5A98C,0,0.215080319,192.15628,161.721,225997
1319,Comin' Tonight,ARRWAD71187FB3FE44,2008,-1,209.60608,117.316,324882
1320,Chitlins Con Carne,ART3O5Z1187B9AB043,1996,0.627363448,235.65016,111.834,405525
1321,Motherless Children (Remastered Version) (Take 2),AR93RTI1187B98ECFB,0,0,180.03546,153.765,128997
1322,On The Other Hand (Remastered Album Version),ARAPH9U1187B9B34F0,0,0.215080319,187.53261,95.781,62238
1323,El Te Daba Mala Vida,AR2PT4M1187FB55B1A,1982,-1,221.23057,133.324,221690
1324,Palabras De Amor(En Vivo),AR1LQNB1187B9A6AE5,0,-1,169.482,182.922,29475
1325,Nothing To Lose,ARML7XL1187FB43F59,2010,0.467365631,260.10077,200.004,822062
1326,Juste Une Petite Fille,ARYVLXY1187FB373B0,1995,0.323112121,263.67955,89.394,150802
1327,Let the People Dance,ARFONSP11F50C4D175,0,-1,180.45342,78.213,702123
1328,Look Around featuring dead prez and Cheryl Pepsi Riley,ARNQESK11F4C83FD6F,0,0.428702263,318.56281,93.957,284078
1329,Angel,AR12F2S1187FB56EEF,1987,0.415049772,335.33342,76.096,419069
1330,Mi Son Maracaibo,ARP90NR1187B990ECA,0,0,288.33914,112.067,86249
1331,Don't Lose Control,ARAH4TU1187FB51D28,0,-1,258.87302,99.587,83642
1332,Little Woman,ARW4AGO1187FB4F107,0,-1,183.09179,101.713,174688
1333,My Bulldog Blues,ARKJVHY11E2835E76B,0,-1,167.02649,117.625,91294
1334,Love Can Break Your Heart (LP Version),ARHTHC01187B9B6D2A,0,-1,296.202,109.731,762539
1335,Broad Daylight - The BBC Sessions [Top Gear 17/3/69],ARC70XM1187FB4D5B0,0,0.215080319,197.56363,114.168,43181
1336,Shi Shang Zui Qiang Man Hua Wang Da Luan Dou,AR8QHU51187B9A3341,0,-1,185.0771,115.449,153684
1337,Rudolph The Red Nosed Reindeer,AR7537T1187B98FF59,0,0,200.75057,134.857,98599
1338,Snowdrops,AR12EOE1187FB3AE26,2006,0,356.54485,129.277,759814
1339,Sweet Southern Comfort,ARASJQK1187FB5B9D1,2003,0.79080308,212.89751,147.928,287381
1340,Luna De Octubre,ARHFEBO11F50C4825A,0,0,157.46567,84.273,83547
1341,Say Yeah,ARNZPLV1187FB3DF5D,2005,-1,233.63873,127.876,408971
1342,Hell Will Reign,ARAVEKH1269FCD294D,0,0.215080319,337.24036,94.069,718975
1343,The Ferocious O' Flahertys,AR5J8N51187FB54ED9,0,0,52.76689,224.471,610331
1344,Marea De Venus,AR189B91187B9B8D9C,0,0.437036204,262.37342,129.047,509572
1345,I Want To Go Home,ARXTUHV1187B99268F,0,-1,489.482,197.038,22942
1346,Century City Rag,ARBTNN91187B9ADD5D,1979,0.345802234,159.05914,162.954,515096
1347,Life,ARD3ICK1187B9A56C9,0,-1,232.25424,85.746,236135
1348,Rock Bottom,ARR8B8W1187B9AE0B4,2006,0.599660358,232.75057,127.974,197174
1349,Love Unlimited (Explicit),ARCLFWR1187B9AE7B2,1998,0.232940848,205.66159,94.082,809
1350,The Sweetest Sounds,AR1BA6K1187B9A5656,0,0.268189797,180.6624,135.238,822460
